iter	Logloss
234	0.4343946785
235	0.4338479953
236	0.4334095689
237	0.432809752
238	0.4324471272
239	0.4320542263
240	0.4317693088
241	0.4313409082
242	0.4307757954
243	0.4304428466
244	0.4301069141
245	0.4299021903
246	0.4294117008
247	0.4289880553
248	0.4287385379
249	0.428401529
250	0.4279214005
251	0.427733467
252	0.4274340107
253	0.4269767046
254	0.4266697012
255	0.4262297748
256	0.4259221334
257	0.4253511148
258	0.4249570755
259	0.4247231837
260	0.4243510542
261	0.4239032607
262	0.4236240278
263	0.4233428669
264	0.4229575212
265	0.4226157509
266	0.4222866304
267	0.4216590273
268	0.4213702802
269	0.4209310019
270	0.42044456
271	0.4199020389
272	0.4196574207
273	0.4192191318
274	0.4186438237
275	0.4182968546
276	0.4182569155
277	0.4180553275
278	0.4178144039
279	0.4174759207
280	0.4174387107
281	0.4172983195
282	0.4170478224
283	0.4167043847
284	0.4164312404
285	0.4158427646
286	0.4155521414
287	0.4152540169
288	0.4150132671
289	0.4147778007
290	0.4145749948
291	0.4143579904
292	0.4140743988
293	0.4139368628
294	0.413556648
295	0.4133441656
296	0.4132025814
297	0.4131145254
298	0.412896073
299	0.4122977734
300	0.4119709363
301	0.4115259505
302	0.4113198771
303	0.4108378244
304	0.4105286
305	0.4100662905
306	0.4099108925
307	0.4096478366
308	0.4094006384
309	0.4091289371
310	0.4088484012
311	0.4087020903
312	0.4084169612
313	0.40795196
314	0.4076002363
315	0.4075828724
316	0.4074026913
317	0.4069445597
318	0.4066277242
319	0.4065646956
320	0.4062680057
321	0.4059444648
322	0.4056034387
323	0.4054235968
324	0.4052180773
325	0.4049632925
326	0.4047147277
327	0.4043300962
328	0.4039412471
329	0.4036839334
330	0.4033200649
331	0.4029508495
332	0.4026219095
333	0.4022756867
334	0.4019027868
335	0.4016594363
336	0.40119744
337	0.4009973857
338	0.4008361582
339	0.4005301596
340	0.4003404748
341	0.4001695246
342	0.4000744622
343	0.3996235162
344	0.3994673281
345	0.3993033337
346	0.3987349964
347	0.3986123094
348	0.398456736
349	0.3981734586
350	0.3978884541
351	0.3976654983
352	0.3974331167
353	0.3970761053
354	0.3968638913
355	0.3965323675
356	0.3965013905
357	0.3962764613
358	0.3960449384
359	0.395700322
360	0.3954442741
361	0.3951597483
362	0.3949088233
363	0.3945803868
364	0.3944504655
365	0.39433506
366	0.3942721139
367	0.3940894548
368	0.3938062009
369	0.3934544982
370	0.3931557922
371	0.3928587298
372	0.3925032364
373	0.3924513975
374	0.3922302473
375	0.3919523188
376	0.3918003219
377	0.391466602
378	0.3913504954
379	0.391077431
380	0.391023834
381	0.3908897118
382	0.390728426
383	0.3904718762
384	0.3902485299
385	0.3899654844
386	0.3897799713
387	0.3895958435
388	0.389499465
389	0.3894016864
390	0.3889156151
391	0.3888037852
392	0.3884704888
393	0.3882996841
394	0.3878913902
395	0.3877585631
396	0.3875600178
397	0.3874802263
398	0.3873816661
399	0.3870499354
400	0.3868420116
401	0.3867326046
402	0.3866247868
403	0.3865423413
404	0.3863004594
405	0.3859315836
406	0.3857209352
407	0.385592058
408	0.3854181393
409	0.38518341
410	0.3849806543
411	0.3846306369
412	0.3844021316
413	0.3841286092
414	0.3838246416
415	0.3836188339
416	0.3833492512
417	0.3832356125
418	0.3830793526
419	0.3828359025
420	0.3827184937
421	0.3825308437
422	0.3821859899
423	0.3819280778
424	0.3816540649
425	0.3814906532
426	0.3811235278
427	0.3808340426
428	0.3805186257
429	0.3804513026
430	0.3801364941
431	0.3798816881
432	0.3792305466
433	0.3790361398
434	0.3788205296
435	0.3786724178
436	0.3782590415
437	0.3781046001
438	0.3780866539
439	0.3780537411
440	0.3779559872
441	0.3777994338
442	0.3776736215
443	0.3773451628
444	0.3771916102
445	0.3770981691
446	0.3769420752
447	0.3768128373
448	0.3766907881
449	0.3764671735
450	0.3761828579
451	0.3758986905
452	0.375726019
453	0.3755377631
454	0.3754257437
455	0.3752736748
456	0.3750890431
457	0.374722593
458	0.3744849235
459	0.3743553438
460	0.3742576949
461	0.374144385
462	0.3739329419
463	0.373881331
464	0.3735371885
465	0.3733569721
466	0.3731680641
467	0.3730810812
468	0.3729486062
469	0.3727611314
470	0.3725851472
471	0.3723905869
472	0.3722390136
473	0.3721127938
474	0.3718990462
475	0.3718019988
476	0.3717114532
477	0.3713179652
478	0.3708019988
479	0.3705878781
480	0.3705346416
481	0.3703948821
482	0.3699237744
483	0.3696785263
484	0.369449901
485	0.3692895916
486	0.3691992202
487	0.3690551561
488	0.3688357455
489	0.3685060251
490	0.3684846881
491	0.3682659853
492	0.3682093693
493	0.3681019881
494	0.3679005797
495	0.3677543841
496	0.3676257366
497	0.3674226789
498	0.3672826627
499	0.3671703773
500	0.3670962428
501	0.3670435831
502	0.3670208675
503	0.3667973142
504	0.3665009555
505	0.3663569868
506	0.3660602042
507	0.3657029287
508	0.3657009665
509	0.3656337969
510	0.3653100975
511	0.3651424567
512	0.3650307839
513	0.3648392545
514	0.3647764626
515	0.3643699183
516	0.3641778343
517	0.3640522791
518	0.363753893
519	0.3636548987
520	0.3635755918
521	0.3634726351
522	0.3633993122
523	0.3631739622
524	0.3630972234
525	0.362980696
526	0.3627088053
527	0.3624550453
528	0.3623742718
529	0.3623484123
530	0.3621886325
531	0.3620686687
532	0.361897658
533	0.3617420746
534	0.3617218354
535	0.3614587569
536	0.3613259568
537	0.3611525982
538	0.3610798507
539	0.3609007176
540	0.3607456182
541	0.3604310991
542	0.3603588885
543	0.3602499126
544	0.3601528029
545	0.3600352147
546	0.3598254364
547	0.3597620629
548	0.3597261654
549	0.3595589938
550	0.359541399
551	0.3593047557
552	0.3589761224
553	0.3587981949
554	0.3582809192
555	0.3580019494
556	0.3578651453
557	0.3578032497
558	0.3577216658
559	0.3575207163
560	0.3572511424
561	0.3571522772
562	0.3570160907
563	0.3569049268
564	0.356442749
565	0.3562580087
566	0.3561576382
567	0.3559363263
568	0.3558568907
569	0.3555425173
570	0.3553624483
571	0.3551229305
572	0.3551035685
573	0.3550478153
574	0.3549000914
575	0.3548290017
576	0.3547537545
577	0.3545912012
578	0.3544313584
579	0.354326274
580	0.3540927666
581	0.3539797262
582	0.3538477729
583	0.3536145851
584	0.353313033
585	0.3532010589
586	0.3530892958
587	0.3527962716
588	0.352511001
589	0.3523661321
590	0.3521651006
591	0.3519748212
592	0.3518891144
593	0.3517054288
594	0.3516355868
595	0.3514915216
596	0.3514491898
597	0.3513386034
598	0.3511312762
599	0.3510267491
600	0.3507355525
601	0.3506354912
602	0.3505121551
603	0.350227407
604	0.3500836786
605	0.349966585
606	0.3497187827
607	0.3495440017
608	0.3494088372
609	0.3493174003
610	0.349186976
611	0.3490345709
612	0.3489466004
613	0.3487642729
614	0.3487264374
615	0.3485621027
616	0.3483563859
617	0.3482307467
618	0.3481803184
619	0.348082148
620	0.3479964896
621	0.3479139888
622	0.3476857064
623	0.3474404993
624	0.3473385298
625	0.3470567111
626	0.3468386645
627	0.3467729953
628	0.346664582
629	0.3464899019
630	0.3463200819
631	0.3461595182
632	0.3460277145
633	0.3458845141
634	0.3457533974
635	0.3456269768
636	0.3455776275
637	0.3455308258
638	0.3452953511
639	0.3451197705
640	0.3450074628
641	0.3449203056
642	0.3447072829
643	0.3445507486
644	0.3444315135
645	0.3442700243
646	0.3440764972
647	0.3439433374
648	0.3439257241
649	0.3439154655
650	0.3436531967
651	0.3434946051
652	0.3434593582
653	0.3433267094
654	0.3431561738
655	0.3430173064
656	0.342764953
657	0.3426381235
658	0.3424222922
659	0.3421539933
660	0.3419826898
661	0.3419399643
662	0.3417853049
663	0.34169414
664	0.3416187787
665	0.3415441395
666	0.3411976085
667	0.3409141281
668	0.3407424239
669	0.3406879387
670	0.3405918065
671	0.3403092751
672	0.3401708633
673	0.3399206111
674	0.3398673315
675	0.3396796239
676	0.3396135454
677	0.3395231801
678	0.3392742279
679	0.3391517383
680	0.3390931203
681	0.3390462485
682	0.3389601372
683	0.3388208901
684	0.3385933978
685	0.338538908
686	0.3384043797
687	0.3382789031
688	0.3380287698
689	0.3378470493
690	0.337531813
691	0.3372008865
692	0.3370050091
693	0.3369028614
694	0.3367526218
695	0.3366833214
696	0.3365019323
697	0.33645844
698	0.3362476299
699	0.336062674
700	0.33589634
701	0.3358369478
702	0.3357119794
703	0.3355558033
704	0.3355076406
705	0.3354018037
706	0.3353204751
707	0.3352215691
708	0.3350364382
709	0.3347924902
710	0.3346294546
711	0.3345809302
712	0.3342564931
713	0.3340593399
714	0.3339862861
715	0.3338695464
716	0.3338186777
717	0.33378239
718	0.3336091847
719	0.33344187
720	0.3332886143
721	0.3332208808
722	0.3331816912
723	0.3331222008
724	0.3330295728
725	0.3330000065
726	0.3329300256
727	0.3328887656
728	0.3324913185
729	0.3323190551
730	0.3322012038
731	0.3320588835
732	0.3319890534
733	0.3319431035
734	0.3317013759
735	0.3315993599
736	0.3314046606
737	0.3309190312
738	0.3306309281
739	0.3305575825
740	0.3304135949
741	0.3302549581
742	0.3302413953
743	0.330177129
744	0.3299466707
745	0.3298286712
746	0.3296971445
747	0.3295709325
748	0.3294897095
749	0.3293377787
750	0.3292977485
751	0.3290886438
752	0.3289156365
753	0.3287899981
754	0.3286885476
755	0.328573793
756	0.3285464151
757	0.3285418186
758	0.3284114077
759	0.3281524821
760	0.3280368788
761	0.3279287103
762	0.3277845585
763	0.3277022425
764	0.3275532608
765	0.3273616383
766	0.3271995156
767	0.3271144514
768	0.326955435
769	0.3267328237
770	0.3266197375
771	0.326562001
772	0.3264825696
773	0.3261663254
774	0.326043567
775	0.3258776745
776	0.3258064572
777	0.3256670751
778	0.3254918999
779	0.3252663228
780	0.3251070901
781	0.3249123547
782	0.3248475884
783	0.3247679783
784	0.3247086142
785	0.324600948
786	0.3245608239
787	0.3244251371
788	0.3243918104
789	0.3242417545
790	0.3241901251
791	0.3240034986
792	0.3238340404
793	0.3235619942
794	0.3234301224
795	0.3233116849
796	0.3231906614
797	0.3231037823
798	0.3229197354
799	0.3227770109
800	0.3226570963
801	0.3224246196
802	0.3222015949
803	0.3219439957
804	0.3219004017
805	0.3215346034
806	0.3213833262
807	0.32129591
808	0.3211897791
809	0.3211407425
810	0.3209837794
811	0.3209029288
812	0.3207249005
813	0.3204958324
814	0.3202030075
815	0.3201029172
816	0.3200718067
817	0.319844974
818	0.3196030899
819	0.3195600181
820	0.319437136
821	0.3191749004
822	0.3190228491
823	0.3188429578
824	0.3186559064
825	0.3185525906
826	0.3185132992
827	0.3184410262
828	0.3182034206
829	0.3181366181
830	0.3179796508
831	0.3176168867
832	0.3173779451
833	0.3171984876
834	0.3169918556
835	0.3167195191
836	0.3163653831
837	0.316111157
838	0.3159286262
839	0.3157975253
840	0.3156899916
841	0.3156214399
842	0.3156020676
843	0.3155631242
844	0.3155084562
845	0.3153363452
846	0.3152882347
847	0.3152262799
848	0.3151665409
849	0.3150975351
850	0.3149590341
851	0.3147445441
852	0.3146150176
853	0.3144867052
854	0.3141359723
855	0.3141173985
856	0.3139679921
857	0.3138474676
858	0.3137318364
859	0.313559147
860	0.3132938378
861	0.3130632707
862	0.3129571254
863	0.312947572
864	0.3128777858
865	0.3126549695
866	0.3126484451
867	0.3125978432
868	0.3124054745
869	0.3123208407
870	0.3122648857
871	0.3121379702
872	0.3121258525
873	0.3119559472
874	0.3117562045
875	0.3116812304
876	0.3116390688
877	0.3115199127
878	0.3113734518
879	0.3113256016
880	0.3112001125
881	0.3109545226
882	0.3108142832
883	0.3107147861
884	0.3104756335
885	0.3101844388
886	0.3101440302
887	0.3100928205
888	0.3098747234
889	0.3095643136
890	0.309555727
891	0.3092955154
892	0.3089951764
893	0.3088709075
894	0.3086160809
895	0.3084196301
896	0.308311868
897	0.3081108084
898	0.3078515754
899	0.3076558588
900	0.3075619993
901	0.3073744575
902	0.3072521582
903	0.307028792
904	0.306916826
905	0.3067234837
906	0.3065926241
907	0.3062925284
908	0.3061841158
909	0.3061357913
910	0.3058965964
911	0.3058033978
912	0.305747156
913	0.3056473901
914	0.3056049525
915	0.3054343602
916	0.3053414784
917	0.3052022855
918	0.3050924424
919	0.3049949283
920	0.3048936256
921	0.3048689189
922	0.3048141026
923	0.3046795365
924	0.3044250392
925	0.3043493887
926	0.3042161755
927	0.3040362696
928	0.3039850087
929	0.3039335141
930	0.3038097351
931	0.3037379306
932	0.303600349
933	0.3035342142
934	0.3034719179
935	0.303131632
936	0.3029637928
937	0.3027693219
938	0.3027054485
939	0.3025735072
940	0.3023965871
941	0.3023009604
942	0.3022437124
943	0.3020411175
944	0.3020360182
945	0.3019432116
946	0.3018973891
947	0.3017694505
948	0.3013608992
949	0.3010078828
950	0.3008312643
951	0.3007575408
952	0.300595679
953	0.300498133
954	0.3003920516
955	0.3003414474
956	0.3001961668
957	0.3000602003
958	0.3000285526
959	0.2999005205
960	0.2996978769
961	0.2994589398
962	0.2994238732
963	0.299354806
964	0.2991844752
965	0.299011092
966	0.2989558381
967	0.2988960751
968	0.2988202013
969	0.2987851372
970	0.2987616781
971	0.2986406351
972	0.2986323654
973	0.2983874983
974	0.2982546939
975	0.2977847523
976	0.297769003
977	0.2975689942
978	0.2973335632
979	0.2972291374
980	0.2971649699
981	0.2971125309
982	0.2970626505
983	0.2968645974
984	0.2967931724
985	0.2967526008
986	0.2966259211
987	0.2965652197
988	0.2963616122
989	0.2961843663
990	0.2961029679
991	0.2958223042
992	0.2957244505
993	0.295484935
994	0.2954064547
995	0.2951954178
996	0.2949019752
997	0.2947420518
998	0.2947138823
999	0.2946936369
